RegionName,State,Beds,6/30/2023
Verona,VA,3,266951.8402
Chandler,IN,3,187031.9714
Windsor Heights,IA,3,275659.9481
Sandusky South,OH,3,199696.0454
Barre,MA,3,372820.1176
Carlton,OR,3,521000.5236
Walbridge,OH,3,194817.8015
Watertown,MN,3,340705.6049
Schulenburg,TX,3,302976.1306
Manhattan,MT,3,601408.6179
Varnville,SC,3,175772.5704
Zebulon,GA,3,286662.1686
Stowe,VT,3,876485.0028
Pine City,NY,3,183792.6623
Johnston,SC,3,174825.1873
Loganton,PA,3,232032.0585
Winfield,MO,3,248675.8878
Arcola,IL,3,134196.0681
East Granby,CT,3,365677.6563
Manitou Springs,CO,3,595447.4141
Watertown,MI,3,302437.153
Palisade,CO,3,508872.4691
Augusta,WV,3,258080.6685
Lowellville,OH,3,162607.2687
Norway,ME,3,321699.9992
Upland,IN,3,185774.4196
Shadyside,OH,3,152957.3516
Deer Park,OH,3,265252.355
Pine Grove,CA,3,454666.6504
Evart,MI,3,187619.7868
Standish,MI,3,156160.1127
Chattaroy,WA,3,556996.9794
Dacono,CO,3,478235.0786
Snow Hill,MD,3,273822.9211
Gerrardstown,WV,3,300946.0297
Grayson Valley,AL,3,184163.9581
Larkspur,CO,3,831702.3877
Northfield,IL,3,579511.8745
Jonesville,VA,3,121316.7497
Florissant,CO,3,488439.3839
Pecatonica,IL,3,196004.2047
Farwell,MI,3,179247.4974
Woodruff,WI,3,346449.2665
Utica,MI,3,278434.3779
Goodland,KS,3,133587.8182
Gold Beach,OR,3,501603.0248
Yaphank,NY,3,429018.7057
Carle Place,NY,3,700141.671
Parsons,TN,3,185966.3541
Stratmoor,CO,3,328313.0984
Chesterfield,SC,3,187945.4514
Fairmount,GA,3,279109.9761
Grant,AL,3,257140.8288
Unicoi,TN,3,283103.8062
Windsor,MO,3,159253.8283
Saint Johnsville,NY,3,132465.3386
Electra,TX,3,78241.18133
Ardmore,AL,3,239602.7099
Fort Gay,WV,3,104299.7822
Roseville,OH,3,145960.4242
Coleman,TX,3,117645.8831
Honaker,VA,3,116293.3862
Bishop,GA,3,445287.3943
Lexington,TX,3,359508.5767
Early,TX,3,248593.5282
Concord,VA,3,253386.1715
Glen Dale,WV,3,183903.9568
Downsville,LA,3,213818.2603
Niota,TN,3,271212.73
Higganum,CT,3,397913.3399
Lenox,MA,3,558414.9413
Hubbard,OR,3,467246.3299
Oronoco,MN,3,453340.8351
Custer,SD,3,507288.5883
Canton,SD,3,268389.5968
Middleport,NY,3,191563.7119
Jericho,VT,3,520980.3691
Olivarez,TX,3,158891.4788
Winnebago,IL,3,226130.4333
Mount Carmel,TN,3,257025.0418
Norwood Young America,MN,3,313998.8681
Seth,WV,3,78362.84452
Winneconne,WI,3,295946.4331
West Hazleton,PA,3,160872.8134
Perryville,MD,3,296082.9434
Tyner,KY,3,115341.1449
Constantine,MI,3,171135.8631
Orleans,MA,3,1011463.271
Eyota,MN,3,304184.4794
North Oaks,MN,3,786269.5152
Gosport,IN,3,256388.581
Montross,VA,3,315539.1155
Hampton,NJ,3,433142.9703
Cedar Bluff,VA,3,179558.136
Lytle,TX,3,307430.347
Petersburg,WV,3,173093.4288
Canterbury,CT,3,339527.2417
Lincoln,MA,3,1110130.57
Boones Mill,VA,3,294912.184
Roan Mountain,TN,3,262874.8281
Munroe Falls,OH,3,230625.1654
Eureka,MT,3,538479.3515
Walworth,WI,3,335295.5162
Terrell Hills,TX,3,621044.2729
Dover Plains,NY,3,355219.0057
Wirtz,VA,3,373974.7906
Norlina,NC,3,181144.5919
Magnolia,NJ,3,277242.9612
Montgomery,MN,3,294554.7622
Ranson,WV,3,251425.6386
Ravena,NY,3,256518.7871
Lake Barrington,IL,3,438803.4764
Clayton,NY,3,251235.4778
Cozad,NE,3,173318.4255
Coker,AL,3,242888.8489
Fairview,WV,3,167417.9624
Lewisburg,KY,3,191832.535
Chewelah,WA,3,364201.7541
Dresden,OH,3,208929.3126
Saranac,MI,3,249292.78
Ferrum,VA,3,235871.1879
Corvallis,MT,3,588953.6813
Clinton,LA,3,223900.8879
New Haven,MO,3,251735.7373
Summit,WI,3,567931.5209
Springdale,MD,3,423022.8538
Leesville,SC,3,399956.7026
Davenport,WA,3,376852.19
Cranbury Township,NJ,3,659720.4893
North Sioux City,SD,3,361204.0725
Whitehall,NY,3,144971.7773
Seat Pleasant,MD,3,310024.0503
Marlette,MI,3,175605.1098
Sorrento,LA,3,254230.442
Fincastle,VA,3,317560.6863
Fulton,WI,3,376895.6477
Menands,NY,3,274177.8659
Bailey,NC,3,243654.0739
Waynesville,GA,3,194738.4218
Highlands,NJ,3,602138.9434
Normandy,MO,3,99824.16804
Bainbridge,OH,3,198755.2573
Circle Pines,MN,3,297815.5228
Warren,MA,3,348062.3772
Nocona,TX,3,230999.3307
Breckenridge Hills,MO,3,113036.9882
Berkeley,IL,3,262174.9977
Ironton,MO,3,148043.7655
Yemassee,SC,3,169285.0817
Bush,LA,3,278689.7431
Hampden,MA,3,374658.5368
Hanover,VA,3,353968.5044
Freeport,PA,3,200187.2561
Lake Crystal,MN,3,250703.9243
Concrete,WA,3,492400.4012
Homer,AK,3,366609.1147
La Porte City,IA,3,207586.8776
Fairmount,IN,3,136320.4108
Placitas,NM,3,629432.2152
Gaston,OR,3,621941.9431
Harpswell,ME,3,743084.0988
Silverado,CA,3,931037.3488
Henagar,AL,3,201555.1322
Cumberland,WI,3,297025.7817
Denmark,WI,3,288338.3963
Horicon,WI,3,228765.5926
Chattahoochee,FL,3,117006.6027
Canutillo,TX,3,191847.7514
Hardin,MT,3,254367.6526
Barton,WI,3,388643.8118
Hillsboro,TN,3,286098.9361
Eastham,MA,3,788264.9868
Tonasket,WA,3,306932.0274
Camino,CA,3,534892.479
Boonville,NC,3,230985.0236
Bucksport,ME,3,278428.6578
Jayess,MS,3,132231.4647
Andrews,NC,3,240326.7465
Garfield,AR,3,386665.2529
Stevenson,AL,3,209439.1567
Sabattus,ME,3,328009.6317
Glenarden,MD,3,408547.003
Greenwich,OH,3,195396.0912
Wenham,MA,3,820906.1871
Ashland,MO,3,294113.2206
Fresno,OH,3,268345.9247
Cooperstown,NY,3,365014.0451
Brielle,NJ,3,925220.5112
Saint Marys,WV,3,149758.5327
Vevay,IN,3,206107.6378
Gibraltar,MI,3,254960.69
Coalville,UT,3,708858.5154
Middletown,IN,3,208471.5252
Edwardsville,PA,3,130271.114
Frederica,DE,3,313733.2253
Battle Mountain,NV,3,253944.4279
Genoa,OH,3,201669.8331
North Berwick,ME,3,449061.6364
Burke,NY,3,193663.2711
Hunlock Creek,PA,3,220835.3371
Boiling Spring Lakes,NC,3,304664.8883
Bosque Farms,NM,3,381967.3819
Elkton,KY,3,177865.3653
Winchester,CT,3,341693.7931
Bellevue,IA,3,287826.1129
Harrogate,TN,3,226388.9515
Young Harris,GA,3,403951.7465
Jefferson,IA,3,165286.8353
Paulina,LA,3,269700.5889
Pine Mountain,GA,3,245478.4606
North Kansas City,MO,3,266052.4719
Woodlyn,PA,3,261069.0924
Clyde,NY,3,133818.3857
Middletown,VA,3,380446.0516
Chaffee,MO,3,141275.7882
Glasgow,MT,3,67493.34158
Charles City,VA,3,271308.7259
Hauula,HI,3,859484.3574
Gasport,NY,3,218093.8692
Marietta,OK,3,179166.6511
Chariton,IA,3,194971.711
Saint Leonard,MD,3,379431.4998
Clendenin,WV,3,132956.5842
Buena Vista,GA,3,162267.3032
Newfane,NY,3,210672.3448
Myrtle Point,OR,3,330469.1206
Lincoln,ME,3,221444.7727
Lindsborg,KS,3,208773.7321
Barnstead,NH,3,412653.8426
Baker City,OR,3,276198.4949
Albany,OH,3,213040.5806
South Highpoint,FL,3,315089.511
Knightstown,IN,3,211681.4669
Wolcott,NY,3,168610.5006
Somerset,TX,3,241655.4835
Dryden,MI,3,358405.3423
Evarts,KY,3,65914.67307
Silverton,OH,3,255510.2098
Eutawville,SC,3,210013.0307
Dittmer,MO,3,241131.2433
East Tawas,MI,3,192706.9481
Dundee,FL,3,283161.5146
Oakboro,NC,3,303038.5319
Grabill,IN,3,276626.12
Broadalbin,NY,3,274623.7469
Waveland,MS,3,199142.7976
Centerport,NY,3,798395.7126
Harmony,NC,3,262803.7483
Greensboro,MD,3,280630.749
Catoosa,OK,3,202229.2558
Anahuac,TX,3,259766.6438
Westville,OK,3,166226.6352
Springville,IN,3,243149.0064
Elkton,FL,3,382139.3939
Biscoe,NC,3,176281.4735
Kingston,OH,3,274549.453
Andover,NJ,3,417873.7755
Volcano,HI,3,424931.3342
Maurepas,LA,3,270927.0346
Charlestown,NH,3,282778.8341
Ketchum,ID,3,1635327.039
Jessup,PA,3,194947.9244
Guerneville,CA,3,671591.7348
Minocqua,WI,3,435763.9186
Culloden,WV,3,187754.9405
Big Bear Lake,CA,3,662423.6478
Bulls Gap,TN,3,220183.5816
Bridgeport,PA,3,313372.0482
Valley City,OH,3,380631.2434
Moultonborough,NH,3,641895.8947
Cumberland,IN,3,252948.1712
Lower Lake,CA,3,443247.481
Gambier,OH,3,317671.1812
Scio,OR,3,544392.8658
Tecumseh,OK,3,129578.5861
Cambria,CA,3,1137763.79
Bolton,CT,3,362415.0563
Fayette,MO,3,208305.012
Gun Barrel City,TX,3,281551.3433
Penns Grove,NJ,3,162021.9776
Oracle,AZ,3,376165.9011
Dry Fork,VA,3,209088.1473
Memphis,IN,3,259107.2943
Duryea,PA,3,184914.3256
Murrayville,GA,3,346345.4148
Hurdle Mills,NC,3,350583.3975
Vilas,NC,3,419361.3257
San Andreas,CA,3,376767.958
Fountain Hill,PA,3,227378.1979
West Newbury,MA,3,782427.4299
Bostic,NC,3,232328.8822
Riceville,TN,3,296684.2007
Pleasant View,TN,3,387527.0991
Hugoton,KS,3,151402.2083
West Liberty,IA,3,204432.6352
Summerside,OH,3,233536.1425
Spicer,MN,3,405726.5167
Dearing,GA,3,199810.2604
South Bound Brook,NJ,3,408183.7868
Seward,AK,3,337000.4737
Meadow Vista,CA,3,627966.733
Ocean View,NJ,3,431857.3933
Saint Augustine Beach,FL,3,650984.0942
Timber Pines,FL,3,376303.0504
Covington,IN,3,221181.5001
Ashland,NE,3,315887.5809
Warren,ME,3,312610.3875
Eatonville,FL,3,244021.701
Yanceyville,NC,3,194223.2065
Camden,ME,3,620260.2107
Deerfield,NH,3,543644.4897
Crab Orchard,KY,3,160329.3345
Cumberland,KY,3,63781.01573
Hawkins,TX,3,321812.9232
Bay Harbor Islands,FL,3,1237381.21
Templeton,MA,3,413976.9818
Newton,NH,3,526058.0468
Eddyville,KY,3,246771.943
Nichols,SC,3,213013.5885
Charleston,TN,3,362360.1093
Morongo Valley,CA,3,371470.8443
Red Boiling Springs,TN,3,204547.4982
Keenesburg,CO,3,448619.6918
Churchville,PA,3,521234.0014
Avondale Estates,GA,3,520168.6513
Frenchtown,NJ,3,454387.5398
Chisholm,MN,3,115969.5666
Valley Mills,TX,3,350412.579
Earlysville,VA,3,471421.9312
East Moriches,NY,3,608211.8774
Ronceverte,WV,3,150415.8836
Preston,CT,3,340469.6646
Chester,SC,3,184739.2336
Alum Creek,WV,3,137011.9119
Robbins,IL,3,94837.78141
Walland,TN,3,397312.6048
Burnham,IL,3,152270.5719
Westby,WI,3,238967.1257
Clinton,MI,3,242175.8098
Timberville,VA,3,254325.0475
South Charleston,OH,3,228091.2377
Gladewater,TX,3,200126.0374
Steilacoom,WA,3,584036.1032
Remington,VA,3,371217.3755
Evansdale,IA,3,168986.717
Scranton,SC,3,136646.1789
Halifax,NC,3,108554.9579
Geneva,IN,3,191884.7377
Kingman,KS,3,132367.0729
Driftwood,TX,3,821274.8751
Winchester,OH,3,213273.9431
North Brookfield,MA,3,366465.0146
Lyons,CO,3,804333.8852
Pauline,SC,3,277490.8126
Saint Croix Falls,WI,3,321877.9054
East Windsor,CT,3,275466.0425
Columbus,MT,3,449391.8624
Crooksville,OH,3,146348.6112
Benson,MN,3,152633.2129
Wayne,IL,3,543528.9124
West Reading,PA,3,207296.3762
Mineral Bluff,GA,3,591426.9602
Amissville,VA,3,483369.5567
Hartford City,IN,3,98833.79249
Wakefield,NH,3,443678.667
Madison,VA,3,348486.4326
South Pasadena,FL,3,667040.3085
Battlefield,MO,3,244885.7053
Delanco Township,NJ,3,315969.7015
Moro,IL,3,204776.7272
Avon,MA,3,506216.7068
Augusta,MI,3,307879.3829
Berlin,PA,3,184352.8772
Oakland City,IN,3,173547.432
East Quogue,NY,3,876920.387
Mabton,WA,3,282739.6861
Avilla,IN,3,241831.7798
Village of Lakewood,IL,3,383300.1271
Donalds,SC,3,195348.0211
Sunset Beach,NC,3,413734.1566
Nowata,OK,3,127446.8832
Epsom,NH,3,452715.0266
South Tucson,AZ,3,240691.4188
Columbia,NJ,3,401925.3958
Waldoboro,ME,3,313913.5874
Lincoln,AR,3,212854.1376
Weirsdale,FL,3,394451.4631
Arnold,PA,3,84948.65465
Rio Grande,NJ,3,371118.1691
Blue Ridge,VA,3,294062.3738
Glen Arm,MD,3,537206.6081
Catalina,AZ,3,384485.3135
Pacolet,SC,3,162606.019
Dauphin,PA,3,257851.0158
Madison,ME,3,224146.049
Millbrook,NY,3,542449.4212
Nashville,MI,3,203818.9109
Otisville,NY,3,366498.5519
Hollis,ME,3,415990.741
Weimar,TX,3,313055.0077
Allenstown,NH,3,410747.9473
Caledonia,IL,3,272401.5971
Veedersburg,IN,3,160996.51
Breese,IL,3,220858.1659
Ethridge,TN,3,258539.447
Doffing,TX,3,128959.5515
Drew,MS,3,75532.63226
Hiddenite,NC,3,250099.6026
Mount Vernon,GA,3,191685.246
Mullens,WV,3,44110.00558
Horse Cave,KY,3,156543.3015
Union Grove,AL,3,252873.8825
Lake,MI,3,316749.55
Gibbstown,NJ,3,287007.396
Ringgold,VA,3,210101.269
Perry,IA,3,161950.3456
Geneva,WI,3,461812.2053
Cherry Valley,IL,3,236293.2901
Edwardsville,KS,3,275159.5081
Houston,PA,3,239148.8647
Livingston Manor,NY,3,307843.2565
Esko,MN,3,344995.0041
Chatfield,MN,3,314503.6171
Altavista,VA,3,195837.4305
Montgomery,GA,3,319103.7347
Nesquehoning,PA,3,188313.6698
Lake City,TN,3,267248.8996
Fremont,NH,3,507672.1645
Evensville,TN,3,265758.385
South Barrington,IL,3,702901.3602
Oldfort,TN,3,257537.4114
Rescue,CA,3,660820.3934
Poland,OH,3,208823.4949
Brisbane,CA,3,1261763.589
Florence,NJ,3,301658.1345
Saint Bernard,LA,3,161450.8454
Alanson,MI,3,267172.0949
Barto,PA,3,371345.8542
Calera,OK,3,231637.7929
Salmon,ID,3,360415.0751
International Falls,MN,3,132303.1633
Sabina,OH,3,181353.331
Jay,ME,3,235216.4903
Fruitland,MD,3,231177.5478
Hemphill,TX,3,273867.4742
West Lafayette,OH,3,165383.6122
Sea Cliff,NY,3,922944.4861
New Haven,KY,3,237702.8111
Eustace,TX,3,326060.3496
Nolanville,TX,3,251137.5635
Lake Worth,TX,3,243406.9142
Tazewell,VA,3,154340.2554
Dwight,IL,3,178360.4566
Altamont,IL,3,152480.0679
Carolina Shores,NC,3,326210.6242
Blue Earth,MN,3,150286.8198
Adamstown,MD,3,500275.5623
Berry,AL,3,206753.7171
Welch,WV,3,40879.88754
Umatilla,OR,3,272384.6209
Grapeland,TX,3,238205.9872
Louisiana,MO,3,143206.0026
Donora,PA,3,53129.6594
Mount Sterling,KY,3,192992.8873
Winona Lake,IN,3,265673.8523
Lavon,TX,3,345392.7622
Conowingo,MD,3,343800.3395
Santee,SC,3,250791.683
Campo,CA,3,485900.6204
Cameron,WI,3,285224.052
Victoria,VA,3,139720.4111
West Point,NE,3,234553.3199
Daniels,WV,3,220779.2942
Lucama,NC,3,209423.5349
Dolores,CO,3,467329.6231
Anthony,FL,3,336697.7767
Amberley,OH,3,430236.2822
York Springs,PA,3,309209.5409
Ball,LA,3,169050.9274
Horse Shoe,NC,3,460824.1135
Ovid,MI,3,190534.9332
Fox River Grove,IL,3,320614.9095
Northville,NY,3,303068.3044
Hamilton,VA,3,558072.8031
Clinton,WA,3,755050.4015
Grant-Valkaria,FL,3,540884.1566
Enoree,SC,3,168772.5982
Sherborn,MA,3,947239.3655
O'' Neill,NE,3,186402.2684
Stanwood,MI,3,276414.4691
Como,MS,3,156476.8006
Phoenix,OR,3,396220.5313
Weatherly,PA,3,202639.8267
Glenburn,ME,3,322010.9297
Sidney,ME,3,388386.339
Hidden Valley,IN,3,317727.9918
Haubstadt,IN,3,270128.9092
Leighton,AL,3,156078.7435
Whitesburg,GA,3,304321.8579
Haverhill,NH,3,289219.7002
Castleton,VT,3,315938.1207
Laurel Hill,NC,3,115382.3555
Hamilton,TX,3,194196.7418
Wheatland,CA,3,434213.3226
Koloa,HI,3,1174392.342
Necedah,WI,3,214692.1362
Middletown,CA,3,387908.0145
Northwood,NH,3,461635.1142
Maple Park,IL,3,353150.0072
Turner,OR,3,534298.9099
Craigsville,WV,3,120124.6767
New Hill,NC,3,507123.6156
Malvern,OH,3,253239.6938
Highland Lake,NJ,3,357818.3715
Homedale,ID,3,323498.6616
Stanley,VA,3,267847.7175
Cohasset,MN,3,319522.8684
West Pittston,PA,3,173638.6193
Millbury,OH,3,232581.8622
Greenville,GA,3,161147.9803
Raymond,ME,3,497546.2161
Algona,WA,3,486820.2013
Posen,IL,3,181429.3789
Beverly,WV,3,163996.3076
Jackson,MN,3,205577.6798
Spirit Lake,IA,3,301834.6894
Pacific,MO,3,218997.5975
Pamplico,SC,3,132405.2367
Manchester,GA,3,107985.7858
Rimrock,AZ,3,354481.5393
New Baden,IL,3,200558.5088
North Baltimore,OH,3,150258.5732
Daleville,AL,3,152567.5878
Williamsburg,IA,3,232429.7348
Ray City,GA,3,206730.7196
Arcadia,LA,3,80341.51707
Edgewater,CO,3,634782.9586
Westover,MD,3,221254.5029
Ottawa Hills,OH,3,295576.9228
Boylston,MA,3,519425.9455
Riner,VA,3,328146.5081
Fall Branch,TN,3,284442.8465
Montgomery City,MO,3,184389.268
Fort Recovery,OH,3,307732.477
Frederick,OK,3,66591.52321
Novelty,OH,3,318773.5807
Granger,WA,3,296762.065
Durant,MS,3,62092.43726
Champion Heights,OH,3,167197.5026
Lexington,IN,3,217946.0957
Lyons,KS,3,117628.8581
Seymour,WI,3,253810.4199
Creston,OH,3,283090.5978
Staples,MN,3,186225.5972
Colfax,WA,3,305732.8376
Ridge Spring,SC,3,256900.5575
Ash Grove,MO,3,249523.2031
North Hampton,NH,3,679889.7413
Bellbrook,OH,3,266367.7578
Calhoun,KY,3,164352.9114
Ashland,AL,3,176283.5814
Mount Ephraim,NJ,3,271516.0284
Marengo,IA,3,174656.7744
Medway,OH,3,173082.967
Choudrant,LA,3,261662.8852
Moreland,GA,3,352380.4836
Harrington Park,NJ,3,738688.8053
Trafalgar,IN,3,335559.0237
Blauvelt,NY,3,601638.2491
West Chazy,NY,3,204434.296
Byron,MI,3,283148.4725
Glen Raven,NC,3,254482.4892
Spencerville,OH,3,186917.865
Gibsonburg,OH,3,190756.1677
Monfort Heights East,OH,3,244528.6946
Davis,OK,3,191456.8115
Mayville,MI,3,186554.9396
Campbell Hall,NY,3,464290.8426
Lacy-Lakeview,TX,3,187832.3711
Albany,LA,3,222510.5576
Lyman,ME,3,446659.3628
East Bernard,TX,3,272370.2655
West Union,WV,3,129172.9481
Foster,RI,3,486731.0427
Clarkton,NC,3,166389.6954
Kittrell,NC,3,283212.6129
Brentwood,NH,3,610543.521
Milton,NH,3,405039.2082
Henning,TN,3,136760.3119
Fort Branch,IN,3,215747.2575
Garland,NC,3,118750.717
Montezuma,GA,3,101851.3045
Mountain View,HI,3,350035.4686
Enfield,NH,3,428360.6626
Byram Township,NJ,3,413017.038
Howey in the Hills,FL,3,410510.9099
Lewisport,KY,3,192272.7373
Woodburn,IN,3,225427.4154
Walsenburg,CO,3,235827.3989
Jackson,SC,3,171462.0172
Utica,MS,3,132764.9083
Burlington,CO,3,266239.4974
Loretto,TN,3,236001.7339
Greeleyville,SC,3,114413.8861
Sandia Park,NM,3,470603.8345
Sugar Creek,WI,3,331087.3674
Margate City,NJ,3,856431.2866
Anna,OH,3,283811.0598
Edgartown,MA,3,1527995.529
Seagrove,NC,3,229215.2746
Mission Hills,KS,3,1116900.718
Cool,CA,3,540701.8192
Kirkville,NY,3,221134.3515
Somerset,OH,3,278351.2703
Vassalboro,ME,3,338103.94
Runnells,IA,3,388580.5752
Lee,NH,3,543913.5333
Deep River,CT,3,366834.1496
Caseyville,IL,3,129325.3945
Sadieville,KY,3,270936.359
Loudonville,OH,3,211477.741
Bedford,KY,3,227562.0287
Olathe,CO,3,425748.0555
Sheridan,MI,3,203525.3407
Manchester,VT,3,526136.2769
Moose Lake,MN,3,265417.3953
Whitesburg,TN,3,260507.3108
Banks,OR,3,626238.6421
Mountain Lakes,NJ,3,785859.9963
Pinetops,NC,3,150273.5574
Gothenburg,NE,3,202779.9632
Fulton,KY,3,115233.4666
Friendship,WI,3,227312.6012
Glassport,PA,3,82769.84718
Gatlinburg,TN,3,680529.8411
Quitman,AR,3,230583.8698
Terra Alta,WV,3,164400.8444
Cass Lake,MN,3,255535.3233
Tishomingo,OK,3,166940.0894
Hainesville,IL,3,279170.4557
Esparto,CA,3,415699.4315
Wellsville,KS,3,295502.2552
Lebanon Junction,KY,3,247744.3589
Houston,MO,3,167300.5291
Brownsville,KY,3,197537.2147
Bunker Hill,IN,3,179815.7741
Saint Jacob,IL,3,258022.4162
Bristol,FL,3,244881.8221
New Hope,AL,3,243173.0149
Folkston,GA,3,191422.4991
Dundee,OR,3,514899.9669
Northvale,NJ,3,616544.0586
Granby,MO,3,190822.4236
Cornville,AZ,3,551888.0434
Casey,IL,3,103440.324
Saint Charles,MN,3,288167.1382
San Juan Bautista,CA,3,813332.1812
Dellwood,MO,3,105672.3253
Canaan,CT,3,322927.7626
Clymer,PA,3,101655.0801
Le Center,MN,3,279245.5821
Charleston,MS,3,85932.49306
State Line,MS,3,120644.2721
Newton,TX,3,153293.6142
Montpelier,ID,3,254633.8406
Montebello,NY,3,579833.9531
East Petersburg,PA,3,285903.4179
Garwood,NJ,3,563269.5921
Benton,TN,3,263998.4789
Albany,IN,3,163965.8434
Ovid,NY,3,184034.7355
Granby,CO,3,803674.7079
Sanibel,FL,3,1227521.127
Spring Green,WI,3,333297.5231
Fayette,MS,3,73694.50354
Robesonia,PA,3,276062.1053
Sunrise Beach,MO,3,437525.7763
Dexter,NY,3,218753.7471
Georgetown,TN,3,365991.6923
Wellborn,FL,3,292499.0469
Hubbardston,MA,3,435367.271
Seaside,OR,3,522216.6064
Westtown,NY,3,433324.7945
Lake Panasoffkee,FL,3,251792.1473
Saint Helen,MI,3,147511.3013
Tipton,CA,3,253339.5151
Powderly,TX,3,276694.5243
Rainsville,AL,3,225776.3739
Wood Village,OR,3,423707.7959
Webberville,MI,3,249591.1337
Belleair,FL,3,780412.0324
Fort Ashby,WV,3,219368.6862
North Liberty,IN,3,241407.7923
Homer,MI,3,171034.7557
Indian River Shores,FL,3,1762690.016
Versailles,IN,3,238108.5395
Terra Bella,CA,3,335996.9276
Ochlocknee,GA,3,262007.4862
Clay City,KY,3,141525.4959
Strasburg,CO,3,549842.6334
New Kent,VA,3,365751.0294
China Village,ME,3,321390.6324
Fowler,IN,3,176298.3428
Iowa Park,TX,3,151992.7883
Aromas,CA,3,939332.6352
South Lebanon,OH,3,310220.806
Minersville,PA,3,72214.01461
Marmora,NJ,3,439227.7704
Bonanza,GA,3,242147.2647
Pisgah,AL,3,211232.8096
Culver,OR,3,403157.6085
Elizabeth,IN,3,225741.1659
Monroe City,MO,3,183169.5934
Baldwin,MD,3,516625.6358
Beaverdam,VA,3,357452.7248
Boonton Township,NJ,3,641165.565
Hinckley,MN,3,249604.8756
Tremont,IL,3,216517.0746
Winona,TX,3,285493.0516
Crested Butte,CO,3,1344490.828
Alton North,TX,3,152939.9436
Beloit,OH,3,186801.7181
Boardman,OR,3,323884.8784
Italy,TX,3,267224.6754
Brewton,AL,3,173076.1193
Montgomery,WV,3,85042.69124
Oglethorpe,GA,3,100336.3954
Harlan,KY,3,102144.1962
Centerville,IN,3,181438.8667
Flippin,AR,3,223883.1824
Riverside,IA,3,293047.0665
Ashville,NY,3,205139.9198
Hortense,GA,3,198192.9578
Ellsworth,KS,3,134574.5993
Nathalie,VA,3,133695.1071
South Mills,NC,3,372163.8795
Janesville,MN,3,244374.0285
Henryville,IN,3,251671.3556
Telford,TN,3,280061.6354
Myrtle,MS,3,203685.0447
Townville,SC,3,435171.5468
Girard,KS,3,150608.5829
Seabeck,WA,3,665112.3775
Buchanan,VA,3,245171.5247
Marion,TX,3,249220.1074
Dewey,OK,3,144873.7645
Needles,CA,3,217258.5292
Woodlawn,TN,3,297898.0005
Ellerslie,GA,3,294307.94
Richmond,MN,3,373129.4224
Kenna,WV,3,198824.3443
White Marsh,MD,3,424995.4785
Vandalia,MO,3,135375.5941
Garner,IA,3,201142.6353
Harris,MN,3,397733.0275
Delanson,NY,3,309227.0122
Clarksville,OH,3,328053.5842
Camden,NC,3,350875.1917
Laporte,MN,3,311074.2047
Carlisle,OH,3,245409.8649
Eagar,AZ,3,281546.0514
Ossipee,NH,3,392608.9648
Saint Paul,MO,3,435718.2337
Beloit,KS,3,130533.2083
New Paris,OH,3,185992.3512
Byesville,OH,3,149681.4043
Independence,VA,3,198283.5112
Ottawa,WI,3,504980.773
Blue Point,NY,3,605343.48
Nortonville,KY,3,162605.5638
New Ringgold,PA,3,259276.098
Deerfield,WI,3,365065.4285
Akron,PA,3,297533.2434
Edwards,MS,3,149685.9675
Hope,IN,3,225597.1381
Blue Grass,IA,3,299884.3901
West Burlington,IA,3,162283.2868
White Haven,PA,3,205193.0669
Buffalo,TX,3,255406.445
Gravois Mills,MO,3,387998.7394
Hometown,IL,3,202430.2955
Cambridge,NY,3,243635.9567
Huber Ridge,OH,3,258426.0504
Montrose,MN,3,315106.4542
Fort Ann,NY,3,256327.3933
Langley,WA,3,808950.2989
Claysville,PA,3,212681.3001
Unadilla,GA,3,160851.8318
Rutland,MI,3,294358.5474
Wadsworth,IL,3,354865.4122
Wilson,WI,3,352587.1125
Mont Belvieu,TX,3,365266.9901
Eminence,KY,3,207573.2538
Bayside,WI,3,439642.0521
Garden Valley,CA,3,498603.8478
San Joaquin,CA,3,260943.7404
Royal City,WA,3,337366.1678
Hudson,CO,3,647870.0761
Cecilia,KY,3,229636.6218
Caryville,TN,3,293885.1053
East Dundee,IL,3,281572.8213
New London,NH,3,603690.7857
Tolar,TX,3,331019.2234
Richmond,IL,3,341294.7361
Rolesville,NC,3,393070.8189
Story City,IA,3,248394.0572
Taylorsville,GA,3,310760.2343
Eagle Grove,IA,3,122076.5108
Morris,AL,3,251715.2337
Riverton-Boulevard Park,WA,3,579577.1949
San Leon,TX,3,296019.844
Port Byron,NY,3,168452.6178
Wolfe City,TX,3,236308.3765
Mart,TX,3,152482.7176
Roberts,WI,3,367290.5905
South Deerfield,MA,3,405935.4604
Kalona,IA,3,263262.3758
Coal City,IL,3,236699.0574
Lead,SD,3,346210.3822
Capac,MI,3,239476.6572
Bradley Beach,NJ,3,950223.9997
Severance,CO,3,472089.9693
West Peoria,IL,3,101658.0649
Stone Park,IL,3,214155.4852
Twin Lakes,WI,3,326471.4458
Waterloo,IN,3,203560.6665
Shiner,TX,3,273607.0038
Lakeview,OR,3,205415.4869
Middlefield,CT,3,358734.7451
Tisbury,MA,3,1120262.808
Westwood,KY,3,120758.9455
Plymouth,CA,3,588007.3451
Midland,PA,3,124616.4833
Green Park,MO,3,242627.9355
White City,UT,3,447084.2925
Gibson City,IL,3,161471.6983
Andover,OH,3,164399.0811
Myersville,MD,3,444270.7977
